C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_132.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_132.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_132.jpg, 0, 0, 0, 0.455364
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_267.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_267.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_267.jpg, 0, 0, 0, 0.442486
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_416.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_416.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_416.jpg, 0, 0, 0, 0.4280339
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_521.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_521.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_521.jpg, 0, 0, 0, 0.4191266
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_632.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_632.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_632.jpg, 0, 0, 0, 0.4103141
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_738.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_738.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_738.jpg, 0, 0, 0, 0.3998629
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_839.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_839.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_839.jpg, 0, 0, 0, 0.3912559
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_50_940.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_50_940.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_50_940.jpg, 0, 0, 0, 0.3827406
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_050.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_050.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_050.jpg, 0, 0, 0, 0.3743162
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_171.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_171.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_171.jpg, 0, 0, 0, 0.3643253
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_298.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_298.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_298.jpg, 0, 0.3770413, 0, 0.2596432
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_421.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_421.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_421.jpg, 0, 0.7252173, 0, 0.9352679
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_543.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_543.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_543.jpg, 0, 1, 0, 2.540134
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_651.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_651.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_651.jpg, 0, 1, 0, 3.715193
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_752.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_752.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_752.jpg, 0, 1, 0, 4.888674
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_859.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_859.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_859.jpg, 0, 1, 0, 6.280889
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_51_981.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_51_981.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_51_981.jpg, 0, 1, 0, 7.655653
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_52_086.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_52_086.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_52_086.jpg, 0, 1, 0, 8.788867
C:\Users\4488\Desktop\data\IMG\center_2019_07_16_09_33_52_212.jpg, C:\Users\4488\Desktop\data\IMG\left_2019_07_16_09_33_52_212.jpg, C:\Users\4488\Desktop\data\IMG\right_2019_07_16_09_33_52_212.jpg, 0, 1, 0, 10.13417
